STABR,LIBNAME,ADDRESS,CITY,ZIP,CNTY
NY,ROSCOE FREE LIBRARY,85 HIGHLAND AVE,ROSCOE,12776,SULLIVAN
NY,CRAGSMOOR FREE LIBRARY,355 CRAGSMOOR ROAD,CRAGSMOOR,12420,ULSTER
NY,ELLENVILLE PUBLIC LIBRARY AND MUSEUM,40 CENTER STREET,ELLENVILLE,12428,ULSTER
NY,WALLKILL PUBLIC LIBRARY,7 BONA VENTURA,WALLKILL,12589,ULSTER
NY,TOWN OF INDIAN LAKE PUBLIC LIBRARY,PELON ROAD,INDIAN LAKE,12842,HAMILTON
NY,RAQUETTE LAKE FREE LIBRARY,1 DILLON ROAD,RAQUETTE LAKE,13436,HAMILTON
NY,BALLSTON SPA PUBLIC LIBRARY,21 MILTON AVENUE,BALLSTON SPA,12020,SARATOGA
NY,BALLSTON COMMUNITY PUBLIC LIBRARY,2 LAWMAR LANE,BURNT HILLS,12027,SARATOGA
NY,CLIFTON PARK-HALFMOON PUBLIC LIBRARY,475 MOE ROAD,CLIFTON PARK,12065,SARATOGA
NY,CORINTH FREE LIBRARY,89 MAIN STREET,CORINTH,12822,SARATOGA
NY,MECHANICVILLE DISTRICT PUBLIC LIBRARY,190 NORTH MAIN STREET,MECHANICVILLE,12118,SARATOGA
NY,WOMAN'S ROUND LAKE IMPROVEMENT SOCIETY,31 WESLEY AVENUE,ROUND LAKE,12151,SARATOGA
NY,SARATOGA SPRINGS PUBLIC LIBRARY,49 HENRY STREET,SARATOGA SPRINGS,12866,SARATOGA
NY,SCHUYLERVILLE PUBLIC LIBRARY,52 FERRY STREET,SCHUYLERVILLE,12871,SARATOGA
NY,STILLWATER PUBLIC LIBRARY,662 HUDSON AVENUE,STILLWATER,12170,SARATOGA
NY,WATERFORD PUBLIC LIBRARY,117 THIRD STREET,WATERFORD,12188,SARATOGA
NY,BOLTON FREE LIBRARY,4922 LAKESHORE DRIVE,BOLTON LANDING,12814,WARREN
NY,HORICON FREE PUBLIC LIBRARY,6604 STATE ROUTE 8,BRANT LAKE,12815,WARREN
NY,CRANDALL PUBLIC LIBRARY,251 GLEN STREET,GLENS FALLS,12801,WARREN
NY,CALDWELL-LAKE GEORGE LIBRARY,336 CANADA STREET,LAKE GEORGE,12845,WARREN
NY,HADLEY-LUZERNE PUBLIC LIBRARY,19 MAIN STREET,LAKE LUZERNE,12846,WARREN
NY,STONY CREEK FREE LIBRARY,37 HARRISBURG ROAD,STONY CREEK,12878,WARREN
NY,RICHARDS LIBRARY,36 ELM STREET,WARRENSBURG,12885,WARREN
NY,ARGYLE FREE LIBRARY,21 SHERIDAN STREET,ARGYLE,12809,WASHINGTON
NY,CAMBRIDGE PUBLIC LIBRARY,21 WEST MAIN STREET,CAMBRIDGE,12816,WASHINGTON
NY,EASTON LIBRARY,1074 STATE ROUTE 40,GREENWICH,12834,WASHINGTON
NY,FORT EDWARD FREE LIBRARY,23 EAST STREET,FORT EDWARD,12828,WASHINGTON
NY,PEMBER LIBRARY & MUSEUM,33 WEST MAIN STREET,GRANVILLE,12832,WASHINGTON
NY,GREENWICH FREE LIBRARY,148 MAIN STREET,GREENWICH,12834,WASHINGTON
NY,HUDSON FALLS FREE LIBRARY ASSOCIATION,220 MAIN STREET,HUDSON FALLS,12839,WASHINGTON
NY,BANCROFT PUBLIC LIBRARY,181 MAIN STREET,SALEM,12865,WASHINGTON
NY,WHITEHALL FREE LIBRARY,12 WILLIAMS STREET,WHITEHALL,12887,WASHINGTON
NY,AMAGANSETT FREE LIBRARY,215 MAIN STREET,AMAGANSETT,11930,SUFFOLK
NY,AMITYVILLE PUBLIC LIBRARY,19 JOHN STREET,AMITYVILLE,11701,SUFFOLK
NY,BABYLON SCHOOL DISTRICT PUBLIC LIBRARY,24 SOUTH CARLL AVENUE,BABYLON,11702,SUFFOLK
NY,SOUTH COUNTRY LIBRARY,22 STATION ROAD,BELLPORT,11713,SUFFOLK
NY,BAYPORT-BLUE POINT PUBLIC LIBRARY,203 BLUE POINT AVENUE,BLUE POINT,11715,SUFFOLK
NY,CONNETQUOT PUBLIC LIBRARY,760 OCEAN AVENUE,BOHEMIA,11716,SUFFOLK
NY,BRENTWOOD PUBLIC LIBRARY,34 SECOND AVENUE,BRENTWOOD,11717,SUFFOLK
NY,THE HAMPTON LIBRARY IN BRIDGEHAMPTON,2478 MAIN STREET,BRIDGEHAMPTON,11932,SUFFOLK
NY,BAY SHORE-BRIGHTWATERS PUBLIC LIBRARY,ONE SOUTH COUNTRY ROAD,BRIGHTWATERS,11718,SUFFOLK
NY,BROOKHAVEN FREE LIBRARY,273 BEAVER DAM ROAD,BROOKHAVEN,11719,SUFFOLK
NY,BAITING HOLLOW FREE LIBRARY,4 WARNER DRIVE,CALVERTON,11933,SUFFOLK
NY,CENTER MORICHES FREE PUBLIC LIBRARY,235 MAIN STREET,CENTER MORICHES,11934,SUFFOLK
NY,MIDDLE COUNTRY PUBLIC LIBRARY,101 EASTWOOD BOULEVARD,CENTEREACH,11720,SUFFOLK
NY,CENTRAL ISLIP PUBLIC LIBRARY,33 HAWTHORNE AVENUE,CENTRAL ISLIP,11722,SUFFOLK
NY,COLD SPRING HARBOR VILLAGE IMPROVEMENT SOCIETY LIBRARY,95 HARBOR RD,COLD SPRING HARBOR,11724,SUFFOLK
NY,COMMACK PUBLIC LIBRARY DISTRICT,18 HAUPPAUGE ROAD,COMMACK,11725,SUFFOLK
NY,COPIAGUE MEMORIAL PUBLIC LIBRARY,50 DEAUVILLE BOULEVARD,COPIAGUE,11726,SUFFOLK
NY,CUTCHOGUE NEW SUFFOLK FREE LIBRARY,27550 MAIN ROAD,CUTCHOGUE,11935,SUFFOLK
NY,DEER PARK PUBLIC LIBRARY,44 LAKE AVENUE,DEER PARK,11729,SUFFOLK
NY,HALF HOLLOW HILLS COMMUNITY PUBLIC LIBRARY,55 VANDERBILT PARKWAY,DIX HILLS,11746,SUFFOLK
NY,EAST HAMPTON LIBRARY,159 MAIN STREET,EAST HAMPTON,11937,SUFFOLK
NY,EAST ISLIP PUBLIC LIBRARY,381 EAST MAIN STREET,EAST ISLIP,11730,SUFFOLK
NY,FISHERS ISLAND LIBRARY ASSOCIATION,988 ORIENTAL AVENUE,FISHERS ISLAND,6390,SUFFOLK
NY,HARBORFIELDS PUBLIC LIBRARY,31 BROADWAY,GREENLAWN,11740,SUFFOLK
NY,FLOYD MEMORIAL LIBRARY,539 FIRST STREET,GREENPORT,11944,SUFFOLK
NY,HAMPTON BAYS PUBLIC LIBRARY,52 PONQUOGUE AVENUE,HAMPTON BAYS,11946,SUFFOLK
NY,SACHEM PUBLIC LIBRARY,150 HOLBROOK ROAD,HOLBROOK,11741,SUFFOLK
NY,HUNTINGTON PUBLIC LIBRARY,338 MAIN STREET,HUNTINGTON,11743,SUFFOLK
NY,SOUTH HUNTINGTON PUBLIC LIBRARY,145 PIDGEON HILL ROAD,HUNTINGTON STATIO,11746,SUFFOLK
NY,ISLIP PUBLIC LIBRARY,71 MONELL AVENUE,ISLIP,11751,SUFFOLK
NY,LINDENHURST MEMORIAL LIBRARY,ONE LEE AVENUE,LINDENHURST,11757,SUFFOLK
NY,MATTITUCK-LAUREL LIBRARY,13900 MAIN ROAD,MATTITUCK,11952,SUFFOLK
NY,LONGWOOD PUBLIC LIBRARY,800 MIDDLE COUNTRY ROAD,MIDDLE ISLAND,11953,SUFFOLK
NY,MONTAUK LIBRARY,871 MONTAUK HIGHWAY,MONTAUK,11954,SUFFOLK
NY,NORTH BABYLON PUBLIC LIBRARY,815 DEER PARK AVENUE,NORTH BABYLON,11703,SUFFOLK
NY,NORTHPORT PUBLIC LIBRARY,151 LAUREL AVENUE,NORTHPORT,11768,SUFFOLK
NY,PATCHOGUE-MEDFORD LIBRARY,54-60 EAST MAIN STREET,PATCHOGUE,11772,SUFFOLK
NY,PORT JEFFERSON FREE LIBRARY,100 THOMPSON STREET,PORT JEFFERSON,11777,SUFFOLK
NY,COMSEWOGUE PUBLIC LIBRARY,170 TERRYVILLE ROAD,PORT JEFFERSON STATI,11776,SUFFOLK
NY,QUOGUE LIBRARY,90 QUOGUE STREET,QUOGUE,11959,SUFFOLK
NY,RIVERHEAD FREE LIBRARY,330 COURT STREET,RIVERHEAD,11901,SUFFOLK
NY,JOHN JERMAIN MEMORIAL LIBRARY,201 MAIN STREET,SAG HARBOR,11963,SUFFOLK
NY,SAYVILLE LIBRARY,88 GREENE AVENUE,SAYVILLE,11782,SUFFOLK
NY,EMMA S. CLARK MEMORIAL LIBRARY,120 MAIN STREET,SETAUKET,11733,SUFFOLK
NY,SHELTER ISLAND PUBLIC LIBRARY SOCIETY,37 NORTH FERRY ROAD,SHELTER ISLAND,11964,SUFFOLK
NY,MASTICS-MORICHES-SHIRLEY COMMUNITY LIB,407 WILLIAM FLOYD PARKWAY,SHIRLEY,11967,SUFFOLK
NY,NORTH SHORE PUBLIC LIBRARY DISTRICT,250 ROUTE 25A,SHOREHAM,11786,SUFFOLK
NY,SMITHTOWN SPECIAL LIBRARY DISTRICT,148 SMITHTOWN BOULEVARD,NESCONSET,11767,SUFFOLK
NY,ROGERS MEMORIAL LIBRARY,91 COOPERS FARM ROAD,SOUTHAMPTON,11968,SUFFOLK
NY,SOUTHOLD FREE LIBRARY,53705 MAIN ROAD,SOUTHOLD,11971,SUFFOLK
NY,WEST BABYLON PUBLIC LIBRARY,211 ROUTE 109,WEST BABYLON,11704,SUFFOLK
NY,WEST ISLIP PUBLIC LIBRARY,3 HIGBIE LANE,WEST ISLIP,11795,SUFFOLK
NY,WESTHAMPTON FREE LIBRARY,7 LIBRARY AVENUE,WESTHAMPTON BEACH,11978,SUFFOLK
NY,WYANDANCH PUBLIC LIBRARY,14 SOUTH 20TH STREET,WYANDANCH,11798,SUFFOLK
NY,ALBANY PUBLIC LIBRARY,161 WASHINGTON AVENUE,ALBANY,12210,ALBANY
NY,ALTAMONT FREE LIBRARY,179 MAIN STREET,ALTAMONT,12009,ALBANY
NY,BERNE PUBLIC LIBRARY,1763 HELDERBERG TRAIL,BERNE,12023,ALBANY
NY,COHOES PUBLIC LIBRARY,169 MOHAWK STREET,COHOES,12047,ALBANY
NY,WILLIAM K SANFORD TOWN LIBRARY,629 ALBANY SHAKER ROAD,LOUDONVILLE,12211,ALBANY
NY,BETHLEHEM PUBLIC LIBRARY,451 DELAWARE AVENUE,DELMAR,12054,ALBANY
NY,GUILDERLAND PUBLIC LIBRARY,2228 WESTERN AVENUE,GUILDERLAND,12084,ALBANY
NY,MENANDS PUBLIC LIBRARY,4 NORTH LYONS AVENUE,MENANDS,12204,ALBANY
NY,RCS COMMUNITY LIBRARY,95 MAIN STREET,RAVENA,12143,ALBANY
NY,RENSSELAERVILLE PUBLIC LIBRARY,1459 COUNTY ROUTE 351,RENSSELAERVILLE,12147,ALBANY
NY,VOORHEESVILLE PUBLIC LIBRARY,51 SCHOOL ROAD,VOORHEESVILLE,12186,ALBANY
NY,WATERVLIET PUBLIC LIBRARY,1501 BROADWAY,WATERVLIET,12189,ALBANY
NY,TOWN OF WESTERLO PUBLIC LIBRARY,604 STATE ROUTE 143,WESTERLO,12193,ALBANY
NY,BERLIN FREE TOWN LIBRARY,47 MAIN STREET,BERLIN,12022,RENSSELAER
NY,CASTLETON PUBLIC LIBRARY,85 SOUTH MAIN STREET,CASTLETON,12033,RENSSELAER
NY,EAST GREENBUSH COMMUNITY LIBRARY,10 COMMUNITY WAY,EAST GREENBUSH,12061,RENSSELAER
NY,GRAFTON COMMUNITY LIBRARY,2455 NY ROUTE 2,GRAFTON,12082,RENSSELAER
NY,CHENEY LIBRARY,77 CLASSIC STREET,HOOSICK FALLS,12090,RENSSELAER
NY,NASSAU FREE LIBRARY,18 CHURCH STREET,NASSAU,12123,RENSSELAER
NY,PETERSBURGH PUBLIC LIBRARY,69 MAIN STREET,PETERSBURGH,12138,RENSSELAER
NY,RENSSELAER PUBLIC LIBRARY,676 EAST STREET,RENSSELAER,12144,RENSSELAER
NY,ARVILLA E. DIVER MEMORIAL LIBRARY,136 MAIN STREET,SCHAGHTICOKE,12154,RENSSELAER
NY,STEPHENTOWN MEMORIAL LIBRARY,472 NY STATE ROUTE 43,STEPHENTOWN,12168,RENSSELAER
NY,TROY PUBLIC LIBRARY,100 SECOND STREET,TROY,12180,RENSSELAER
NY,VALLEY FALLS FREE LIBRARY,42 STATE STREET,VALLEY FALLS,12185,RENSSELAER
NY,SAND LAKE TOWN LIBRARY,8428 MILLER HILL ROAD,AVERILL PARK,12018,RENSSELAER
NY,NORTH GREENBUSH PUBLIC LIBRARY,141 MAIN AVENUE,WYNANTSKILL,12198,RENSSELAER
NY,ARDSLEY PUBLIC LIBRARY,9 AMERICAN LEGION DRIVE,ARDSLEY,10502,WESTCHESTER
NY,NORTH CASTLE PUBLIC LIBRARY,19 WHIPPOORWILL ROAD EAST,ARMONK,10504,WESTCHESTER
NY,BEDFORD FREE LIBRARY,VILLAGE GREEN,BEDFORD,10506,WESTCHESTER
NY,BEDFORD HILLS FREE LIBRARY,26 MAIN STREET,BEDFORD HILLS,10507,WESTCHESTER
NY,BRIARCLIFF MANOR PUBLIC LIBRARY,1 LIBRARY ROAD,BRIARCLIFF MANOR,10510,WESTCHESTER
NY,BRONXVILLE PUBLIC LIBRARY,201 PONDFIELD ROAD,BRONXVILLE,10708,WESTCHESTER
NY,CHAPPAQUA CENTRAL SCH DIST P L,195 SOUTH GREELEY AVENUE,CHAPPAQUA,10514,WESTCHESTER
NY,CROTON FREE LIBRARY,171 CLEVELAND DRIVE,CROTON-ON-HUDSON,10520,WESTCHESTER
NY,DOBBS FERRY PUBLIC LIBRARY,55 MAIN STREET,DOBBS FERRY,10522,WESTCHESTER
NY,EASTCHESTER PUBLIC LIBRARY,11 OAKRIDGE PLACE,EASTCHESTER,10709,WESTCHESTER
NY,GREENBURGH PUBLIC LIBRARY,300 TARRYTOWN ROAD,ELMSFORD,10523,WESTCHESTER
NY,HARRISON PUBLIC LIBRARY,2 BRUCE AVENUE,HARRISON,10528,WESTCHESTER
NY,HASTINGS-ON-HUDSON PUBLIC LIBRARY,7 MAPLE AVENUE,HASTINGS-ON-HUDSON,10706,WESTCHESTER
NY,IRVINGTON PUB LIB GUITEAU FOUNDATION,12 SOUTH ASTOR STREET,IRVINGTON,10533,WESTCHESTER
NY,KATONAH VILLAGE LIBRARY,26 BEDFORD ROAD,KATONAH,10536,WESTCHESTER
NY,LARCHMONT PUBLIC LIBRARY,121 LARCHMONT AVENUE,LARCHMONT,10538,WESTCHESTER
NY,MAMARONECK PUBLIC LIBRARY DISTRICT,136 PROSPECT AVENUE,MAMARONECK,10543,WESTCHESTER
NY,HENDRICK HUDSON FREE LIBRARY,185 KINGS FERRY ROAD,MONTROSE,10548,WESTCHESTER
NY,MOUNT KISCO PUBLIC LIBRARY,100 EAST MAIN STREET,MOUNT KISCO,10549,WESTCHESTER
NY,MOUNT VERNON PUBLIC LIBRARY,28 SOUTH FIRST AVENUE,MOUNT VERNON,10550,WESTCHESTER
NY,NEW ROCHELLE PUBLIC LIBRARY,ONE LIBRARY PLAZA,NEW ROCHELLE,10801,WESTCHESTER
NY,RUTH KEELER MEMORIAL LIBRARY,276 TITICUS ROAD,NORTH SALEM,10560,WESTCHESTER
NY,OSSINING PUBLIC LIBRARY,53 CROTON AVENUE,OSSINING,10562,WESTCHESTER
NY,THE FIELD LIBRARY,4 NELSON AVENUE,PEEKSKILL,10566,WESTCHESTER
NY,TOWN OF PELHAM PUBLIC LIBRARY,530 COLONIAL AVENUE,PELHAM,10803,WESTCHESTER
NY,MOUNT PLEASANT PUBLIC LIBRARY,350 BEDFORD ROAD,PLEASANTVILLE,10570,WESTCHESTER
NY,PORT CHESTER-RYE BROOK PUBLIC LIBRARY,1 HASECO AVENUE,PORT CHESTER,10573,WESTCHESTER
NY,POUND RIDGE LIBRARY DISTRICT,271 WESTCHESTER AVENUE,POUND RIDGE,10576,WESTCHESTER
NY,PURCHASE FREE LIBRARY,3093 PURCHASE STREET,PURCHASE,10577,WESTCHESTER
NY,RYE FREE READING ROOM,1061 BOSTON POST ROAD,RYE,10580,WESTCHESTER
NY,SCARSDALE PUBLIC LIBRARY,POST & OLMSTED ROADS,SCARSDALE,10583,WESTCHESTER
NY,THE SOMERS LIBRARY,ROUTE 139,SOMERS,10589,WESTCHESTER
NY,LEWISBORO LIBRARY,15 MAIN STREET,SOUTH SALEM,10590,WESTCHESTER
NY,WARNER LIBRARY,121 NORTH BROADWAY,TARRYTOWN,10591,WESTCHESTER
NY,TUCKAHOE PUBLIC LIBRARY,71 COLUMBUS AVENUE,TUCKAHOE,10707,WESTCHESTER
NY,WHITE PLAINS PUBLIC LIBRARY,100 MARTINE AVENUE,WHITE PLAINS,10601,WESTCHESTER
NY,YONKERS PUBLIC LIBRARY,ONE LARKIN CENTER,YONKERS,10701,WESTCHESTER
NY,JOHN C. HART MEMORIAL LIBRARY,1130 EAST MAIN STREET,SHRUB OAK,10588,WESTCHESTER
NY,GARDINER LIBRARY,133 FARMER'S TURNPIKE,GARDINER,12525,ULSTER
NY,BRUNSWICK COMMUNITY LIBRARY,4118 STATE HIGHWAY 2,TROY,12180,RENSSELAER
NY,WOODBURY PUBLIC LIBRARY,16 COUNTY ROUTE 105,HIGHLAND MILLS,10930,ORANGE
NY,"NEW YORK PUBLIC LIBRARY, THE BRANCH LIBRARIES",445 FIFTH AVENUE,NEW YORK,10016,NEW YORK
NY,CLAVERACK FREE LIBRARY AND READING ROOM ASSOCIATION,629 ROUTE 23B,CLAVERACK,12513,COLUMBIA
NY,MAHOPAC PUBLIC LIBRARY,668 ROUTE 6,MAHOPAC,10541,PUTNAM
NY,POESTENKILL LIBRARY,9 PLANK ROAD,POESTENKILL,12140,RENSSELAER
NY,NORTHERN ONONDAGA PUBLIC LIBRARY,8686 KNOWLEDGE LANE,CICERO,13039,ONONDAGA
NY,ELLENBURG SARAH A. MUNSIL FREE LIBRARY,5139 ROUTE 11,ELLENBURG DEPOT,12935,CLINTON
NY,CORNELIUS VANDERBILT WHITNEY LONG LAKE LIBRARY,1195 MAIN STREET,LONG LAKE,12847,HAMILTON
NY,TOWN OF CHESTER PUBLIC LIBRARY,6307 MAIN ST / STATE ROUTE 9,CHESTERTOWN,12817,WARREN
NY,TOWN OF JOHNSBURG LIBRARY,219 MAIN STREET,NORTH CREEK,12853,WARREN
NY,CLINTON COMMUNITY LIBRARY,1215 CENTRE ROAD,RHINEBECK,12572,DUTCHESS
NY,ELWOOD PUBLIC LIBRARY,1929 JERICHO TURNPIKE,ELWOOD,11731,SUFFOLK
NY,GOLD COAST PUBLIC LIBRARY DISTRICT,50 RAILROAD AVENUE,GLEN HEAD,11545,NASSAU
NY,WILLIAMSTOWN LIBRARY,2877 COUNTY ROUTE 17N,WILLIAMSTOWN,13493,OSWEGO
NY,CHEMUNG COUNTY LIBRARY DISTRICT,101 EAST CHURCH STREET,ELMIRA,14901,CHEMUNG
NY,APALACHIN LIBRARY ASSOCIATION,719 MAIN ST,APALACHIN,13732,TIOGA
NY,LANSING COMMUNITY LIBRARY,27 AUBURN ROAD,LANSING,14882,TOMPKINS
NY,THE SKANEATELES LIBRARY ASSOCIATION,49 EAST GENESEE STREET,SKANEATELES,13152,ONONDAGA
NY,RED JACKET COMMUNITY LIBRARY,7 LEHIGH AVENUE,SHORTSVILLE,14548,ONTARIO
NY,TOWN OF INLET PUBLIC LIBRARY,164 NORTH ROUTE 28,INLET,13360,HAMILTON
NY,PORT BYRON LIBRARY,12 SPONABLE DRIVE,PORT BYRON,13140,CAYUGA
NY,SPRINGFIELD LIBRARY,129 COUNTY ROUTE 29A,SPRINGFIELD CENTER,13468,OTSEGO
NY,COHOCTON PUBLIC LIBRARY,8 MAPLE AVENUE,COHOCTON,14826,STEUBEN
NY,ALEXANDER FINDLEY COMMUNITY LIBRARY,2883 NORTH ROAD,FINDLEY LAKE,14736,CHAUTAUQUA
NY,HAMLIN PUBLIC LIBRARY,1680 LAKE ROAD,HAMLIN,14464,MONROE
NY,GALWAY PUBLIC LIBRARY,5264 NORTH STREET,GALWAY,12074,SARATOGA
NY,FALLSBURG LIBRARY,12 RAILROAD PLAZA,SOUTH FALLSBURG,12779,SULLIVAN
NY,WESTERN SULLIVAN PUBLIC LIBRARY,19 CENTER STREET,JEFFERSONVILLE,12748,SULLIVAN
NY,HAUPPAUGE PUBLIC LIBRARY,601 VETERANS MEMORIAL HWY.,HAUPPAUGE,11788,SUFFOLK
NY,TOWN OF LAKE PLEASANT PUBLIC LIBRARY,2864 STATE HWY 8,SPECULATOR,12164,HAMILTON
NY,ALFRED BOX OF BOOKS LIBRARY,1 WEST UNIVERSITY STREET,ALFRED,14802,ALLEGANY
